CSDUID,CSD,Period,IndicatorSummaryDescription,Gender,UnitOfMeasure,OriginalValue
4811068,Morinville,2016,Life Expectancy,Male,Years,78.74000
4811068,Morinville,2017,Life Expectancy,Male,Years,78.91000
4811068,Morinville,2018,Life Expectancy,Male,Years,78.91000
4811068,Morinville,2019,Life Expectancy,Male,Years,79.15000
4811068,Morinville,2020,Life Expectancy,Male,Years,79.21000
4811068,Morinville,2021,Life Expectancy,Male,Years,79.41000
4811068,Morinville,2022,Life Expectancy,Male,Years,79.14000
4811068,Morinville,2011,Life Expectancy,Both,Years,79.39000
4811068,Morinville,2012,Life Expectancy,Both,Years,79.67000
4811068,Morinville,2013,Life Expectancy,Both,Years,79.74000
4811068,Morinville,2014,Life Expectancy,Both,Years,79.99000
4811068,Morinville,2015,Life Expectancy,Both,Years,80.39000
4811068,Morinville,2016,Life Expectancy,Both,Years,80.34000
4811068,Morinville,2017,Life Expectancy,Both,Years,80.45000
4811068,Morinville,2018,Life Expectancy,Both,Years,80.41000
4811068,Morinville,2019,Life Expectancy,Both,Years,80.73000
4811068,Morinville,2020,Life Expectancy,Both,Years,80.84000
4811068,Morinville,2021,Life Expectancy,Both,Years,80.97000
4811068,Morinville,2022,Life Expectancy,Both,Years,80.81000
4811069,Legal,2011,Life Expectancy,Female,Years,81.80000
4811069,Legal,2012,Life Expectancy,Female,Years,81.87000
4811069,Legal,2013,Life Expectancy,Female,Years,81.87000
4811069,Legal,2014,Life Expectancy,Female,Years,81.99000
4811069,Legal,2015,Life Expectancy,Female,Years,82.56000
4811069,Legal,2016,Life Expectancy,Female,Years,81.99000
4811069,Legal,2017,Life Expectancy,Female,Years,82.03000
4811069,Legal,2018,Life Expectancy,Female,Years,81.98000
4811069,Legal,2019,Life Expectancy,Female,Years,82.40000
4811069,Legal,2020,Life Expectancy,Female,Years,82.59000
4811069,Legal,2021,Life Expectancy,Female,Years,82.63000
4811069,Legal,2022,Life Expectancy,Female,Years,82.60000
4811069,Legal,2023,Life Expectancy,Female,Years,82.68000
4811069,Legal,2011,Life Expectancy,Male,Years,77.17000
4811069,Legal,2012,Life Expectancy,Male,Years,77.60000
4811069,Legal,2013,Life Expectancy,Male,Years,77.74000
4811069,Legal,2014,Life Expectancy,Male,Years,78.06000
4811069,Legal,2015,Life Expectancy,Male,Years,78.33000
4811069,Legal,2016,Life Expectancy,Male,Years,78.74000
4811069,Legal,2017,Life Expectancy,Male,Years,78.91000
4811069,Legal,2018,Life Expectancy,Male,Years,78.91000
4811069,Legal,2019,Life Expectancy,Male,Years,79.15000
4811069,Legal,2020,Life Expectancy,Male,Years,79.21000
4811069,Legal,2021,Life Expectancy,Male,Years,79.41000
4811069,Legal,2022,Life Expectancy,Male,Years,79.14000
4811069,Legal,2023,Life Expectancy,Male,Years,78.94000
4811069,Legal,2011,Life Expectancy,Both,Years,79.39000
4811069,Legal,2012,Life Expectancy,Both,Years,79.67000
4811069,Legal,2013,Life Expectancy,Both,Years,79.74000
4811069,Legal,2014,Life Expectancy,Both,Years,79.99000
4811069,Legal,2015,Life Expectancy,Both,Years,80.39000
4811069,Legal,2016,Life Expectancy,Both,Years,80.34000
4811069,Legal,2017,Life Expectancy,Both,Years,80.45000
4811069,Legal,2018,Life Expectancy,Both,Years,80.41000
4811069,Legal,2019,Life Expectancy,Both,Years,80.73000
4811069,Legal,2020,Life Expectancy,Both,Years,80.84000
4811069,Legal,2021,Life Expectancy,Both,Years,80.97000
4811069,Legal,2022,Life Expectancy,Both,Years,80.81000
4811069,Legal,2023,Life Expectancy,Both,Years,80.72000
4811801,Ermineskin 138,2011,Life Expectancy,Female,Years,78.91000
4811801,Ermineskin 138,2012,Life Expectancy,Female,Years,78.68000
4811801,Ermineskin 138,2013,Life Expectancy,Female,Years,78.65000
4811801,Ermineskin 138,2014,Life Expectancy,Female,Years,78.52000
4811801,Ermineskin 138,2015,Life Expectancy,Female,Years,78.74000
4811801,Ermineskin 138,2016,Life Expectancy,Female,Years,78.86000
4811801,Ermineskin 138,2017,Life Expectancy,Female,Years,78.88000
4811801,Ermineskin 138,2018,Life Expectancy,Female,Years,78.80000
4811801,Ermineskin 138,2019,Life Expectancy,Female,Years,79.18000
4811801,Ermineskin 138,2020,Life Expectancy,Female,Years,78.55000
4811801,Ermineskin 138,2021,Life Expectancy,Female,Years,78.01000
4811801,Ermineskin 138,2022,Life Expectancy,Female,Years,77.71000
4811801,Ermineskin 138,2023,Life Expectancy,Female,Years,77.04000
4811801,Ermineskin 138,2011,Life Expectancy,Male,Years,74.28000
4811801,Ermineskin 138,2012,Life Expectancy,Male,Years,74.50000
4811801,Ermineskin 138,2013,Life Expectancy,Male,Years,74.89000
4811801,Ermineskin 138,2014,Life Expectancy,Male,Years,74.37000
4811801,Ermineskin 138,2015,Life Expectancy,Male,Years,73.92000
4811801,Ermineskin 138,2016,Life Expectancy,Male,Years,74.02000
4811801,Ermineskin 138,2017,Life Expectancy,Male,Years,73.95000
4811801,Ermineskin 138,2018,Life Expectancy,Male,Years,74.22000
4811801,Ermineskin 138,2019,Life Expectancy,Male,Years,74.26000
4811801,Ermineskin 138,2020,Life Expectancy,Male,Years,73.93000
4811801,Ermineskin 138,2021,Life Expectancy,Male,Years,72.81000
4811801,Ermineskin 138,2022,Life Expectancy,Male,Years,71.68000
4811801,Ermineskin 138,2023,Life Expectancy,Male,Years,71.12000
4811801,Ermineskin 138,2011,Life Expectancy,Both,Years,76.55000
4811801,Ermineskin 138,2012,Life Expectancy,Both,Years,76.56000
4811801,Ermineskin 138,2013,Life Expectancy,Both,Years,76.75000
4811801,Ermineskin 138,2014,Life Expectancy,Both,Years,76.40000
4811801,Ermineskin 138,2015,Life Expectancy,Both,Years,76.27000
4811801,Ermineskin 138,2016,Life Expectancy,Both,Years,76.36000
4811801,Ermineskin 138,2017,Life Expectancy,Both,Years,76.34000
4811801,Ermineskin 138,2018,Life Expectancy,Both,Years,76.44000
4811801,Ermineskin 138,2019,Life Expectancy,Both,Years,76.65000
4811801,Ermineskin 138,2020,Life Expectancy,Both,Years,76.18000
4811801,Ermineskin 138,2021,Life Expectancy,Both,Years,75.32000
4811801,Ermineskin 138,2022,Life Expectancy,Both,Years,74.56000
4811801,Ermineskin 138,2023,Life Expectancy,Both,Years,73.94000
4817835,Fox Lake 162,2011,Life Expectancy,Female,Years,79.01000
4817835,Fox Lake 162,2012,Life Expectancy,Female,Years,79.01000
4817835,Fox Lake 162,2013,Life Expectancy,Female,Years,79.13000
4817835,Fox Lake 162,2014,Life Expectancy,Female,Years,79.33000
4817835,Fox Lake 162,2015,Life Expectancy,Female,Years,79.64000
4817835,Fox Lake 162,2016,Life Expectancy,Female,Years,79.79000
4817835,Fox Lake 162,2017,Life Expectancy,Female,Years,79.89000
4817835,Fox Lake 162,2018,Life Expectancy,Female,Years,79.70000
4817835,Fox Lake 162,2019,Life Expectancy,Female,Years,79.96000
4817835,Fox Lake 162,2020,Life Expectancy,Female,Years,79.60000
4817835,Fox Lake 162,2021,Life Expectancy,Female,Years,79.10000
4817835,Fox Lake 162,2022,Life Expectancy,Female,Years,78.94000
4817835,Fox Lake 162,2011,Life Expectancy,Male,Years,74.27000
4817835,Fox Lake 162,2012,Life Expectancy,Male,Years,74.38000
4817835,Fox Lake 162,2013,Life Expectancy,Male,Years,74.63000
4817835,Fox Lake 162,2014,Life Expectancy,Male,Years,74.82000
4817835,Fox Lake 162,2015,Life Expectancy,Male,Years,75.00000
4817835,Fox Lake 162,2016,Life Expectancy,Male,Years,75.11000
4817835,Fox Lake 162,2017,Life Expectancy,Male,Years,75.42000
4817835,Fox Lake 162,2018,Life Expectancy,Male,Years,75.64000
4817835,Fox Lake 162,2019,Life Expectancy,Male,Years,75.60000
4817835,Fox Lake 162,2020,Life Expectancy,Male,Years,75.02000
4817835,Fox Lake 162,2021,Life Expectancy,Male,Years,74.09000
4817835,Fox Lake 162,2022,Life Expectancy,Male,Years,74.03000
4817835,Fox Lake 162,2011,Life Expectancy,Both,Years,76.41000
4817835,Fox Lake 162,2012,Life Expectancy,Both,Years,76.49000
4817835,Fox Lake 162,2013,Life Expectancy,Both,Years,76.70000
4817835,Fox Lake 162,2014,Life Expectancy,Both,Years,76.87000
4817835,Fox Lake 162,2015,Life Expectancy,Both,Years,77.14000
4817835,Fox Lake 162,2016,Life Expectancy,Both,Years,77.27000
4817835,Fox Lake 162,2017,Life Expectancy,Both,Years,77.47000
4817835,Fox Lake 162,2018,Life Expectancy,Both,Years,77.50000
4817835,Fox Lake 162,2019,Life Expectancy,Both,Years,77.60000
4817835,Fox Lake 162,2020,Life Expectancy,Both,Years,77.14000
4817835,Fox Lake 162,2021,Life Expectancy,Both,Years,76.39000
4817835,Fox Lake 162,2022,Life Expectancy,Both,Years,76.32000
4817837,John d'Or Prairie 215,2011,Life Expectancy,Female,Years,79.01000
4817837,John d'Or Prairie 215,2012,Life Expectancy,Female,Years,79.01000
4817837,John d'Or Prairie 215,2013,Life Expectancy,Female,Years,79.13000
4817837,John d'Or Prairie 215,2014,Life Expectancy,Female,Years,79.33000
4817837,John d'Or Prairie 215,2015,Life Expectancy,Female,Years,79.64000
4817837,John d'Or Prairie 215,2016,Life Expectancy,Female,Years,79.79000
4817837,John d'Or Prairie 215,2017,Life Expectancy,Female,Years,79.89000
4817837,John d'Or Prairie 215,2018,Life Expectancy,Female,Years,79.70000
4817837,John d'Or Prairie 215,2019,Life Expectancy,Female,Years,79.96000
4817837,John d'Or Prairie 215,2020,Life Expectancy,Female,Years,79.60000
4817837,John d'Or Prairie 215,2021,Life Expectancy,Female,Years,79.10000
4817837,John d'Or Prairie 215,2022,Life Expectancy,Female,Years,78.94000
4817837,John d'Or Prairie 215,2011,Life Expectancy,Male,Years,74.27000
4817837,John d'Or Prairie 215,2012,Life Expectancy,Male,Years,74.38000
4817837,John d'Or Prairie 215,2013,Life Expectancy,Male,Years,74.63000
4817837,John d'Or Prairie 215,2014,Life Expectancy,Male,Years,74.82000
4817837,John d'Or Prairie 215,2015,Life Expectancy,Male,Years,75.00000
4817837,John d'Or Prairie 215,2016,Life Expectancy,Male,Years,75.11000
4817837,John d'Or Prairie 215,2017,Life Expectancy,Male,Years,75.42000
4817837,John d'Or Prairie 215,2018,Life Expectancy,Male,Years,75.64000
4817837,John d'Or Prairie 215,2019,Life Expectancy,Male,Years,75.60000
4817837,John d'Or Prairie 215,2020,Life Expectancy,Male,Years,75.02000
4817837,John d'Or Prairie 215,2021,Life Expectancy,Male,Years,74.09000
4817837,John d'Or Prairie 215,2022,Life Expectancy,Male,Years,74.03000
4817837,John d'Or Prairie 215,2011,Life Expectancy,Both,Years,76.41000
4817837,John d'Or Prairie 215,2012,Life Expectancy,Both,Years,76.49000
4817837,John d'Or Prairie 215,2013,Life Expectancy,Both,Years,76.70000
4817837,John d'Or Prairie 215,2014,Life Expectancy,Both,Years,76.87000
4817837,John d'Or Prairie 215,2015,Life Expectancy,Both,Years,77.14000
4817837,John d'Or Prairie 215,2016,Life Expectancy,Both,Years,77.27000
4817837,John d'Or Prairie 215,2017,Life Expectancy,Both,Years,77.47000
4817837,John d'Or Prairie 215,2018,Life Expectancy,Both,Years,77.50000
4817837,John d'Or Prairie 215,2019,Life Expectancy,Both,Years,77.60000
4817837,John d'Or Prairie 215,2020,Life Expectancy,Both,Years,77.14000
4817837,John d'Or Prairie 215,2021,Life Expectancy,Both,Years,76.39000
4817837,John d'Or Prairie 215,2022,Life Expectancy,Both,Years,76.32000
4815033,Jasper,2011,Life Expectancy,Female,Years,83.08000
4815033,Jasper,2012,Life Expectancy,Female,Years,83.44000
4815033,Jasper,2013,Life Expectancy,Female,Years,83.70000
4815033,Jasper,2014,Life Expectancy,Female,Years,83.66000
4815033,Jasper,2015,Life Expectancy,Female,Years,83.66000
4815033,Jasper,2016,Life Expectancy,Female,Years,83.92000
4815033,Jasper,2017,Life Expectancy,Female,Years,84.37000
4815033,Jasper,2018,Life Expectancy,Female,Years,84.45000
4815033,Jasper,2019,Life Expectancy,Female,Years,84.58000
4815033,Jasper,2020,Life Expectancy,Female,Years,85.00000
4815033,Jasper,2021,Life Expectancy,Female,Years,85.20000
4815033,Jasper,2022,Life Expectancy,Female,Years,84.78000
4815033,Jasper,2023,Life Expectancy,Female,Years,84.66000
4815033,Jasper,2011,Life Expectancy,Male,Years,78.90000
4815033,Jasper,2012,Life Expectancy,Male,Years,79.72000
4815033,Jasper,2013,Life Expectancy,Male,Years,79.49000
4815033,Jasper,2014,Life Expectancy,Male,Years,80.41000
4815033,Jasper,2015,Life Expectancy,Male,Years,80.13000
4815033,Jasper,2016,Life Expectancy,Male,Years,81.17000
4815033,Jasper,2017,Life Expectancy,Male,Years,82.14000
4815033,Jasper,2018,Life Expectancy,Male,Years,81.99000
4815033,Jasper,2019,Life Expectancy,Male,Years,82.01000
4815033,Jasper,2020,Life Expectancy,Male,Years,82.50000
4815033,Jasper,2021,Life Expectancy,Male,Years,82.72000
4815033,Jasper,2022,Life Expectancy,Male,Years,82.84000
4815033,Jasper,2023,Life Expectancy,Male,Years,83.49000
4815033,Jasper,2011,Life Expectancy,Both,Years,81.07000
4815033,Jasper,2012,Life Expectancy,Both,Years,81.58000
4815033,Jasper,2013,Life Expectancy,Both,Years,81.57000
4815033,Jasper,2014,Life Expectancy,Both,Years,82.04000
4815033,Jasper,2015,Life Expectancy,Both,Years,81.90000
4815033,Jasper,2016,Life Expectancy,Both,Years,82.58000
4815033,Jasper,2017,Life Expectancy,Both,Years,83.32000
4815033,Jasper,2018,Life Expectancy,Both,Years,83.27000
4815033,Jasper,2019,Life Expectancy,Both,Years,83.35000
4815033,Jasper,2020,Life Expectancy,Both,Years,83.74000
4815033,Jasper,2021,Life Expectancy,Both,Years,83.82000
4815033,Jasper,2022,Life Expectancy,Both,Years,83.53000
4815033,Jasper,2023,Life Expectancy,Both,Years,83.97000
4815035,Banff,2011,Life Expectancy,Female,Years,86.32000
4815035,Banff,2012,Life Expectancy,Female,Years,87.12000
4815035,Banff,2013,Life Expectancy,Female,Years,87.85000
4815035,Banff,2014,Life Expectancy,Female,Years,87.71000
4815035,Banff,2015,Life Expectancy,Female,Years,87.90000
4815035,Banff,2016,Life Expectancy,Female,Years,89.08000
4815035,Banff,2017,Life Expectancy,Female,Years,89.24000
4815035,Banff,2018,Life Expectancy,Female,Years,88.31000
4815035,Banff,2019,Life Expectancy,Female,Years,88.43000
4815035,Banff,2020,Life Expectancy,Female,Years,87.98000
4815035,Banff,2021,Life Expectancy,Female,Years,88.85000
4815035,Banff,2022,Life Expectancy,Female,Years,88.40000
4815035,Banff,2023,Life Expectancy,Female,Years,87.49000
4815035,Banff,2011,Life Expectancy,Male,Years,82.14000
4815035,Banff,2012,Life Expectancy,Male,Years,83.04000
4815035,Banff,2013,Life Expectancy,Male,Years,83.81000
4815035,Banff,2014,Life Expectancy,Male,Years,84.00000
4815035,Banff,2015,Life Expectancy,Male,Years,84.39000
4815035,Banff,2016,Life Expectancy,Male,Years,85.23000
4815035,Banff,2017,Life Expectancy,Male,Years,84.46000
4815035,Banff,2018,Life Expectancy,Male,Years,84.92000
4815035,Banff,2019,Life Expectancy,Male,Years,85.89000
4815035,Banff,2020,Life Expectancy,Male,Years,85.53000
4815035,Banff,2021,Life Expectancy,Male,Years,85.35000
4815035,Banff,2022,Life Expectancy,Male,Years,85.75000
4815035,Banff,2023,Life Expectancy,Male,Years,85.28000
4815035,Banff,2011,Life Expectancy,Both,Years,84.08000
4815035,Banff,2012,Life Expectancy,Both,Years,84.71000
4815035,Banff,2013,Life Expectancy,Both,Years,85.63000
4815035,Banff,2014,Life Expectancy,Both,Years,85.74000
4815035,Banff,2015,Life Expectancy,Both,Years,86.10000
4815035,Banff,2016,Life Expectancy,Both,Years,87.11000
4815035,Banff,2017,Life Expectancy,Both,Years,86.84000
4815035,Banff,2018,Life Expectancy,Both,Years,86.52000
4815035,Banff,2019,Life Expectancy,Both,Years,87.09000
4815035,Banff,2020,Life Expectancy,Both,Years,86.70000
4815035,Banff,2021,Life Expectancy,Both,Years,87.10000
4815035,Banff,2022,Life Expectancy,Both,Years,87.09000
4815035,Banff,2023,Life Expectancy,Both,Years,86.43000
4815802,"Stoney 142, 143, 144",2011,Life Expectancy,Female,Years,83.63000
4815802,"Stoney 142, 143, 144",2012,Life Expectancy,Female,Years,83.30000
4815802,"Stoney 142, 143, 144",2013,Life Expectancy,Female,Years,83.07000
4815802,"Stoney 142, 143, 144",2014,Life Expectancy,Female,Years,83.08000
4815802,"Stoney 142, 143, 144",2015,Life Expectancy,Female,Years,82.88000
4815802,"Stoney 142, 143, 144",2016,Life Expectancy,Female,Years,82.78000
4815802,"Stoney 142, 143, 144",2017,Life Expectancy,Female,Years,83.07000
4815802,"Stoney 142, 143, 144",2018,Life Expectancy,Female,Years,83.16000
4815802,"Stoney 142, 143, 144",2019,Life Expectancy,Female,Years,83.34000
4815802,"Stoney 142, 143, 144",2020,Life Expectancy,Female,Years,83.40000
4815802,"Stoney 142, 143, 144",2021,Life Expectancy,Female,Years,83.03000
4815802,"Stoney 142, 143, 144",2022,Life Expectancy,Female,Years,83.20000
4815802,"Stoney 142, 143, 144",2011,Life Expectancy,Male,Years,78.72000
4815802,"Stoney 142, 143, 144",2012,Life Expectancy,Male,Years,78.91000
4815802,"Stoney 142, 143, 144",2013,Life Expectancy,Male,Years,79.00000
4815802,"Stoney 142, 143, 144",2014,Life Expectancy,Male,Years,79.17000
4815802,"Stoney 142, 143, 144",2015,Life Expectancy,Male,Years,79.35000
4815802,"Stoney 142, 143, 144",2016,Life Expectancy,Male,Years,79.51000
4815802,"Stoney 142, 143, 144",2017,Life Expectancy,Male,Years,79.57000
4815802,"Stoney 142, 143, 144",2018,Life Expectancy,Male,Years,79.99000
4815802,"Stoney 142, 143, 144",2019,Life Expectancy,Male,Years,80.02000
4815802,"Stoney 142, 143, 144",2020,Life Expectancy,Male,Years,79.82000
4815802,"Stoney 142, 143, 144",2021,Life Expectancy,Male,Years,79.52000
4815802,"Stoney 142, 143, 144",2022,Life Expectancy,Male,Years,79.23000
4815802,"Stoney 142, 143, 144",2011,Life Expectancy,Both,Years,81.18000
4815802,"Stoney 142, 143, 144",2012,Life Expectancy,Both,Years,81.12000
4815802,"Stoney 142, 143, 144",2013,Life Expectancy,Both,Years,81.05000
4815802,"Stoney 142, 143, 144",2014,Life Expectancy,Both,Years,81.13000
4815802,"Stoney 142, 143, 144",2015,Life Expectancy,Both,Years,81.09000
4815802,"Stoney 142, 143, 144",2016,Life Expectancy,Both,Years,81.12000
4815802,"Stoney 142, 143, 144",2017,Life Expectancy,Both,Years,81.30000
4815802,"Stoney 142, 143, 144",2018,Life Expectancy,Both,Years,81.56000
4815802,"Stoney 142, 143, 144",2019,Life Expectancy,Both,Years,81.68000
4815802,"Stoney 142, 143, 144",2020,Life Expectancy,Both,Years,81.60000
4815802,"Stoney 142, 143, 144",2021,Life Expectancy,Both,Years,81.26000
4815802,"Stoney 142, 143, 144",2022,Life Expectancy,Both,Years,81.18000
4816037,Wood Buffalo,2011,Life Expectancy,Female,Years,83.43738
4816037,Wood Buffalo,2012,Life Expectancy,Female,Years,84.02277
4816037,Wood Buffalo,2013,Life Expectancy,Female,Years,83.83254
4816037,Wood Buffalo,2014,Life Expectancy,Female,Years,83.81613
4816037,Wood Buffalo,2015,Life Expectancy,Female,Years,84.24715
4816037,Wood Buffalo,2016,Life Expectancy,Female,Years,84.07366
4816037,Wood Buffalo,2017,Life Expectancy,Female,Years,84.23471
4816037,Wood Buffalo,2018,Life Expectancy,Female,Years,84.69853
4816037,Wood Buffalo,2019,Life Expectancy,Female,Years,84.90754
4816037,Wood Buffalo,2020,Life Expectancy,Female,Years,84.19239
4816037,Wood Buffalo,2021,Life Expectancy,Female,Years,83.78644
4816037,Wood Buffalo,2022,Life Expectancy,Female,Years,83.63729
4816037,Wood Buffalo,2023,Life Expectancy,Female,Years,84.00000
4816037,Wood Buffalo,2011,Life Expectancy,Male,Years,78.67227
4816037,Wood Buffalo,2012,Life Expectancy,Male,Years,79.26386
4816037,Wood Buffalo,2013,Life Expectancy,Male,Years,79.50809
4816037,Wood Buffalo,2014,Life Expectancy,Male,Years,79.98262
4816037,Wood Buffalo,2015,Life Expectancy,Male,Years,80.44718
4816037,Wood Buffalo,2016,Life Expectancy,Male,Years,81.00866
4816037,Wood Buffalo,2017,Life Expectancy,Male,Years,81.23907
4816037,Wood Buffalo,2018,Life Expectancy,Male,Years,82.06440
4816037,Wood Buffalo,2019,Life Expectancy,Male,Years,82.13199
4816037,Wood Buffalo,2020,Life Expectancy,Male,Years,81.40364
4816037,Wood Buffalo,2021,Life Expectancy,Male,Years,81.09093
4816037,Wood Buffalo,2022,Life Expectancy,Male,Years,80.83907
4816037,Wood Buffalo,2023,Life Expectancy,Male,Years,80.94000
4816037,Wood Buffalo,2011,Life Expectancy,Both,Years,81.10429
4816037,Wood Buffalo,2012,Life Expectancy,Both,Years,81.68203
4816037,Wood Buffalo,2013,Life Expectancy,Both,Years,81.69808
