CSDUID,CSD,Period,IndicatorSummaryDescription,Gender,UnitOfMeasure,OriginalValue
4802016,Barons,2016,Life Expectancy,Female,Years,83.52000
4802016,Barons,2017,Life Expectancy,Female,Years,83.38000
4802016,Barons,2018,Life Expectancy,Female,Years,83.78000
4802016,Barons,2019,Life Expectancy,Female,Years,83.89000
4802016,Barons,2020,Life Expectancy,Female,Years,83.75000
4802016,Barons,2021,Life Expectancy,Female,Years,83.82000
4802016,Barons,2022,Life Expectancy,Female,Years,83.48000
4802016,Barons,2011,Life Expectancy,Male,Years,79.29000
4802016,Barons,2012,Life Expectancy,Male,Years,79.13000
4802016,Barons,2013,Life Expectancy,Male,Years,79.39000
4802016,Barons,2014,Life Expectancy,Male,Years,79.31000
4802016,Barons,2015,Life Expectancy,Male,Years,79.49000
4802016,Barons,2016,Life Expectancy,Male,Years,79.46000
4802016,Barons,2017,Life Expectancy,Male,Years,79.44000
4802016,Barons,2018,Life Expectancy,Male,Years,79.76000
4802016,Barons,2019,Life Expectancy,Male,Years,80.05000
4802016,Barons,2020,Life Expectancy,Male,Years,79.86000
4802016,Barons,2021,Life Expectancy,Male,Years,79.78000
4802016,Barons,2022,Life Expectancy,Male,Years,79.68000
4802016,Barons,2011,Life Expectancy,Both,Years,81.03000
4802016,Barons,2012,Life Expectancy,Both,Years,80.98000
4802016,Barons,2013,Life Expectancy,Both,Years,81.16000
4802016,Barons,2014,Life Expectancy,Both,Years,81.21000
4802016,Barons,2015,Life Expectancy,Both,Years,81.44000
4802016,Barons,2016,Life Expectancy,Both,Years,81.38000
4802016,Barons,2017,Life Expectancy,Both,Years,81.31000
4802016,Barons,2018,Life Expectancy,Both,Years,81.67000
4802016,Barons,2019,Life Expectancy,Both,Years,81.88000
4802016,Barons,2020,Life Expectancy,Both,Years,81.72000
4802016,Barons,2021,Life Expectancy,Both,Years,81.70000
4802016,Barons,2022,Life Expectancy,Both,Years,81.49000
4802018,Picture Butte,2011,Life Expectancy,Female,Years,82.90000
4802018,Picture Butte,2012,Life Expectancy,Female,Years,83.00000
4802018,Picture Butte,2013,Life Expectancy,Female,Years,83.09000
4802018,Picture Butte,2014,Life Expectancy,Female,Years,83.33000
4802018,Picture Butte,2015,Life Expectancy,Female,Years,83.65000
4802018,Picture Butte,2016,Life Expectancy,Female,Years,83.52000
4802018,Picture Butte,2017,Life Expectancy,Female,Years,83.38000
4802018,Picture Butte,2018,Life Expectancy,Female,Years,83.78000
4802018,Picture Butte,2019,Life Expectancy,Female,Years,83.89000
4802018,Picture Butte,2020,Life Expectancy,Female,Years,83.75000
4802018,Picture Butte,2021,Life Expectancy,Female,Years,83.82000
4802018,Picture Butte,2022,Life Expectancy,Female,Years,83.48000
4802018,Picture Butte,2011,Life Expectancy,Male,Years,79.29000
4802018,Picture Butte,2012,Life Expectancy,Male,Years,79.13000
4802018,Picture Butte,2013,Life Expectancy,Male,Years,79.39000
4802018,Picture Butte,2014,Life Expectancy,Male,Years,79.31000
4802018,Picture Butte,2015,Life Expectancy,Male,Years,79.49000
4802018,Picture Butte,2016,Life Expectancy,Male,Years,79.46000
4802018,Picture Butte,2017,Life Expectancy,Male,Years,79.44000
4802018,Picture Butte,2018,Life Expectancy,Male,Years,79.76000
4802018,Picture Butte,2019,Life Expectancy,Male,Years,80.05000
4802018,Picture Butte,2020,Life Expectancy,Male,Years,79.86000
4802018,Picture Butte,2021,Life Expectancy,Male,Years,79.78000
4802018,Picture Butte,2022,Life Expectancy,Male,Years,79.68000
4802018,Picture Butte,2011,Life Expectancy,Both,Years,81.03000
4802018,Picture Butte,2012,Life Expectancy,Both,Years,80.98000
4802018,Picture Butte,2013,Life Expectancy,Both,Years,81.16000
4802018,Picture Butte,2014,Life Expectancy,Both,Years,81.21000
4802018,Picture Butte,2015,Life Expectancy,Both,Years,81.44000
4802018,Picture Butte,2016,Life Expectancy,Both,Years,81.38000
4802018,Picture Butte,2017,Life Expectancy,Both,Years,81.31000
4802018,Picture Butte,2018,Life Expectancy,Both,Years,81.67000
4802018,Picture Butte,2019,Life Expectancy,Both,Years,81.88000
4802018,Picture Butte,2020,Life Expectancy,Both,Years,81.72000
4802018,Picture Butte,2021,Life Expectancy,Both,Years,81.70000
4802018,Picture Butte,2022,Life Expectancy,Both,Years,81.49000
4802019,Coaldale,2011,Life Expectancy,Female,Years,82.90000
4802019,Coaldale,2012,Life Expectancy,Female,Years,83.00000
4802019,Coaldale,2013,Life Expectancy,Female,Years,83.09000
4802019,Coaldale,2014,Life Expectancy,Female,Years,83.33000
4802019,Coaldale,2015,Life Expectancy,Female,Years,83.65000
4802019,Coaldale,2016,Life Expectancy,Female,Years,83.52000
4802019,Coaldale,2017,Life Expectancy,Female,Years,83.38000
4802019,Coaldale,2018,Life Expectancy,Female,Years,83.78000
4802019,Coaldale,2019,Life Expectancy,Female,Years,83.89000
4802019,Coaldale,2020,Life Expectancy,Female,Years,83.75000
4802019,Coaldale,2021,Life Expectancy,Female,Years,83.82000
4802019,Coaldale,2022,Life Expectancy,Female,Years,83.48000
4802019,Coaldale,2011,Life Expectancy,Male,Years,79.29000
4802019,Coaldale,2012,Life Expectancy,Male,Years,79.13000
4802019,Coaldale,2013,Life Expectancy,Male,Years,79.39000
4802019,Coaldale,2014,Life Expectancy,Male,Years,79.31000
4802019,Coaldale,2015,Life Expectancy,Male,Years,79.49000
4802019,Coaldale,2016,Life Expectancy,Male,Years,79.46000
4802019,Coaldale,2017,Life Expectancy,Male,Years,79.44000
4802019,Coaldale,2018,Life Expectancy,Male,Years,79.76000
4802019,Coaldale,2019,Life Expectancy,Male,Years,80.05000
4802019,Coaldale,2020,Life Expectancy,Male,Years,79.86000
4802019,Coaldale,2021,Life Expectancy,Male,Years,79.78000
4802019,Coaldale,2022,Life Expectancy,Male,Years,79.68000
4802019,Coaldale,2011,Life Expectancy,Both,Years,81.03000
4802019,Coaldale,2012,Life Expectancy,Both,Years,80.98000
4802019,Coaldale,2013,Life Expectancy,Both,Years,81.16000
4802019,Coaldale,2014,Life Expectancy,Both,Years,81.21000
4802019,Coaldale,2015,Life Expectancy,Both,Years,81.44000
4802019,Coaldale,2016,Life Expectancy,Both,Years,81.38000
4802019,Coaldale,2017,Life Expectancy,Both,Years,81.31000
4802019,Coaldale,2018,Life Expectancy,Both,Years,81.67000
4802019,Coaldale,2019,Life Expectancy,Both,Years,81.88000
4802019,Coaldale,2020,Life Expectancy,Both,Years,81.72000
4802019,Coaldale,2021,Life Expectancy,Both,Years,81.70000
4802019,Coaldale,2022,Life Expectancy,Both,Years,81.49000
4802023,Barnwell,2011,Life Expectancy,Female,Years,83.51000
4802023,Barnwell,2012,Life Expectancy,Female,Years,83.63000
4802023,Barnwell,2013,Life Expectancy,Female,Years,83.37000
4802023,Barnwell,2014,Life Expectancy,Female,Years,83.09000
4802023,Barnwell,2015,Life Expectancy,Female,Years,82.83000
4802023,Barnwell,2016,Life Expectancy,Female,Years,82.87000
4802023,Barnwell,2017,Life Expectancy,Female,Years,82.75000
4802023,Barnwell,2018,Life Expectancy,Female,Years,82.80000
4802023,Barnwell,2019,Life Expectancy,Female,Years,82.83000
4802023,Barnwell,2020,Life Expectancy,Female,Years,82.78000
4802023,Barnwell,2021,Life Expectancy,Female,Years,82.63000
4802023,Barnwell,2022,Life Expectancy,Female,Years,82.38000
4802023,Barnwell,2023,Life Expectancy,Female,Years,82.18000
4802023,Barnwell,2011,Life Expectancy,Male,Years,78.59000
4802023,Barnwell,2012,Life Expectancy,Male,Years,78.35000
4802023,Barnwell,2013,Life Expectancy,Male,Years,78.55000
4802023,Barnwell,2014,Life Expectancy,Male,Years,78.84000
4802023,Barnwell,2015,Life Expectancy,Male,Years,78.81000
4802023,Barnwell,2016,Life Expectancy,Male,Years,78.83000
4802023,Barnwell,2017,Life Expectancy,Male,Years,78.74000
4802023,Barnwell,2018,Life Expectancy,Male,Years,78.54000
4802023,Barnwell,2019,Life Expectancy,Male,Years,78.56000
4802023,Barnwell,2020,Life Expectancy,Male,Years,78.65000
4802023,Barnwell,2021,Life Expectancy,Male,Years,78.42000
4802023,Barnwell,2022,Life Expectancy,Male,Years,78.52000
4802023,Barnwell,2023,Life Expectancy,Male,Years,78.37000
4802023,Barnwell,2011,Life Expectancy,Both,Years,81.03000
4802023,Barnwell,2012,Life Expectancy,Both,Years,80.94000
4802023,Barnwell,2013,Life Expectancy,Both,Years,80.94000
4802023,Barnwell,2014,Life Expectancy,Both,Years,80.95000
4802023,Barnwell,2015,Life Expectancy,Both,Years,80.82000
4802023,Barnwell,2016,Life Expectancy,Both,Years,80.85000
4802023,Barnwell,2017,Life Expectancy,Both,Years,80.74000
4802023,Barnwell,2018,Life Expectancy,Both,Years,80.65000
4802023,Barnwell,2019,Life Expectancy,Both,Years,80.68000
4802023,Barnwell,2020,Life Expectancy,Both,Years,80.70000
4802023,Barnwell,2021,Life Expectancy,Both,Years,80.50000
4802023,Barnwell,2022,Life Expectancy,Both,Years,80.41000
4802023,Barnwell,2023,Life Expectancy,Both,Years,80.23000
4809002,Clearwater County,2011,Life Expectancy,Female,Years,81.88102
4809002,Clearwater County,2012,Life Expectancy,Female,Years,81.68462
4809002,Clearwater County,2013,Life Expectancy,Female,Years,81.61511
4809002,Clearwater County,2014,Life Expectancy,Female,Years,81.58971
4809002,Clearwater County,2015,Life Expectancy,Female,Years,81.69009
4809002,Clearwater County,2016,Life Expectancy,Female,Years,81.80580
4809002,Clearwater County,2017,Life Expectancy,Female,Years,81.58382
4809002,Clearwater County,2018,Life Expectancy,Female,Years,81.47984
4809002,Clearwater County,2019,Life Expectancy,Female,Years,81.63481
4809002,Clearwater County,2020,Life Expectancy,Female,Years,81.21188
4809002,Clearwater County,2021,Life Expectancy,Female,Years,80.61713
4809002,Clearwater County,2022,Life Expectancy,Female,Years,80.58874
4809002,Clearwater County,2011,Life Expectancy,Male,Years,76.44629
4809002,Clearwater County,2012,Life Expectancy,Male,Years,76.57659
4809002,Clearwater County,2013,Life Expectancy,Male,Years,76.48106
4809002,Clearwater County,2014,Life Expectancy,Male,Years,76.59580
4809002,Clearwater County,2015,Life Expectancy,Male,Years,76.71753
4809002,Clearwater County,2016,Life Expectancy,Male,Years,76.78839
4809002,Clearwater County,2017,Life Expectancy,Male,Years,76.86696
4809002,Clearwater County,2018,Life Expectancy,Male,Years,76.99336
4809002,Clearwater County,2019,Life Expectancy,Male,Years,76.81656
4809002,Clearwater County,2020,Life Expectancy,Male,Years,77.01115
4809002,Clearwater County,2021,Life Expectancy,Male,Years,76.62759
4809002,Clearwater County,2022,Life Expectancy,Male,Years,76.13688
4809002,Clearwater County,2011,Life Expectancy,Both,Years,78.97534
4809002,Clearwater County,2012,Life Expectancy,Both,Years,78.97964
4809002,Clearwater County,2013,Life Expectancy,Both,Years,78.88111
4809002,Clearwater County,2014,Life Expectancy,Both,Years,78.94869
4809002,Clearwater County,2015,Life Expectancy,Both,Years,79.08520
4809002,Clearwater County,2016,Life Expectancy,Both,Years,79.17997
4809002,Clearwater County,2017,Life Expectancy,Both,Years,79.11836
4809002,Clearwater County,2018,Life Expectancy,Both,Years,79.14503
4809002,Clearwater County,2019,Life Expectancy,Both,Years,79.11731
4809002,Clearwater County,2020,Life Expectancy,Both,Years,79.04438
4809002,Clearwater County,2021,Life Expectancy,Both,Years,78.56576
4809002,Clearwater County,2022,Life Expectancy,Both,Years,78.26591
4810022,Viking,2011,Life Expectancy,Female,Years,81.88000
4810022,Viking,2012,Life Expectancy,Female,Years,81.41000
4810022,Viking,2013,Life Expectancy,Female,Years,82.26000
4810022,Viking,2014,Life Expectancy,Female,Years,83.09000
4810022,Viking,2015,Life Expectancy,Female,Years,83.02000
4810022,Viking,2016,Life Expectancy,Female,Years,82.82000
4810022,Viking,2017,Life Expectancy,Female,Years,82.82000
4810022,Viking,2018,Life Expectancy,Female,Years,82.89000
4810022,Viking,2019,Life Expectancy,Female,Years,83.16000
4810022,Viking,2020,Life Expectancy,Female,Years,82.59000
4810022,Viking,2021,Life Expectancy,Female,Years,81.67000
4810022,Viking,2022,Life Expectancy,Female,Years,82.21000
4810022,Viking,2023,Life Expectancy,Female,Years,81.04000
4810022,Viking,2011,Life Expectancy,Male,Years,78.14000
4810022,Viking,2012,Life Expectancy,Male,Years,78.57000
4810022,Viking,2013,Life Expectancy,Male,Years,78.63000
4810022,Viking,2014,Life Expectancy,Male,Years,77.86000
4810022,Viking,2015,Life Expectancy,Male,Years,77.67000
4810022,Viking,2016,Life Expectancy,Male,Years,77.66000
4810022,Viking,2017,Life Expectancy,Male,Years,77.93000
4810022,Viking,2018,Life Expectancy,Male,Years,77.42000
4810022,Viking,2019,Life Expectancy,Male,Years,77.79000
4810022,Viking,2020,Life Expectancy,Male,Years,77.84000
4810022,Viking,2021,Life Expectancy,Male,Years,77.27000
4810022,Viking,2022,Life Expectancy,Male,Years,77.15000
4810022,Viking,2023,Life Expectancy,Male,Years,76.68000
4810022,Viking,2011,Life Expectancy,Both,Years,79.94000
4810022,Viking,2012,Life Expectancy,Both,Years,79.86000
4810022,Viking,2013,Life Expectancy,Both,Years,80.26000
4810022,Viking,2014,Life Expectancy,Both,Years,80.27000
4810022,Viking,2015,Life Expectancy,Both,Years,80.18000
4810022,Viking,2016,Life Expectancy,Both,Years,80.09000
4810022,Viking,2017,Life Expectancy,Both,Years,80.23000
4810022,Viking,2018,Life Expectancy,Both,Years,79.95000
4810022,Viking,2019,Life Expectancy,Both,Years,80.29000
4810022,Viking,2020,Life Expectancy,Both,Years,80.07000
4810022,Viking,2021,Life Expectancy,Both,Years,79.36000
4810022,Viking,2022,Life Expectancy,Both,Years,79.49000
4810022,Viking,2023,Life Expectancy,Both,Years,78.70000
4810026,Minburn County No. 27,2011,Life Expectancy,Female,Years,82.82000
4810026,Minburn County No. 27,2012,Life Expectancy,Female,Years,82.58000
4810026,Minburn County No. 27,2013,Life Expectancy,Female,Years,83.01000
4810026,Minburn County No. 27,2014,Life Expectancy,Female,Years,83.00000
4810026,Minburn County No. 27,2015,Life Expectancy,Female,Years,83.09000
4810026,Minburn County No. 27,2016,Life Expectancy,Female,Years,82.75000
4810026,Minburn County No. 27,2017,Life Expectancy,Female,Years,82.80000
4810026,Minburn County No. 27,2018,Life Expectancy,Female,Years,82.66000
4810026,Minburn County No. 27,2019,Life Expectancy,Female,Years,83.04000
4810026,Minburn County No. 27,2020,Life Expectancy,Female,Years,82.91000
4810026,Minburn County No. 27,2021,Life Expectancy,Female,Years,82.75000
4810026,Minburn County No. 27,2022,Life Expectancy,Female,Years,82.95000
4810026,Minburn County No. 27,2011,Life Expectancy,Male,Years,75.92000
4810026,Minburn County No. 27,2012,Life Expectancy,Male,Years,76.17000
4810026,Minburn County No. 27,2013,Life Expectancy,Male,Years,76.67000
4810026,Minburn County No. 27,2014,Life Expectancy,Male,Years,76.55000
4810026,Minburn County No. 27,2015,Life Expectancy,Male,Years,76.53000
4810026,Minburn County No. 27,2016,Life Expectancy,Male,Years,76.35000
4810026,Minburn County No. 27,2017,Life Expectancy,Male,Years,76.28000
4810026,Minburn County No. 27,2018,Life Expectancy,Male,Years,76.79000
4810026,Minburn County No. 27,2019,Life Expectancy,Male,Years,76.87000
4810026,Minburn County No. 27,2020,Life Expectancy,Male,Years,77.31000
4810026,Minburn County No. 27,2021,Life Expectancy,Male,Years,76.87000
4810026,Minburn County No. 27,2022,Life Expectancy,Male,Years,76.51000
4810026,Minburn County No. 27,2011,Life Expectancy,Both,Years,79.22000
4810026,Minburn County No. 27,2012,Life Expectancy,Both,Years,79.23000
4810026,Minburn County No. 27,2013,Life Expectancy,Both,Years,79.70000
4810026,Minburn County No. 27,2014,Life Expectancy,Both,Years,79.62000
4810026,Minburn County No. 27,2015,Life Expectancy,Both,Years,79.65000
4810026,Minburn County No. 27,2016,Life Expectancy,Both,Years,79.41000
4810026,Minburn County No. 27,2017,Life Expectancy,Both,Years,79.42000
4810026,Minburn County No. 27,2018,Life Expectancy,Both,Years,79.63000
4810026,Minburn County No. 27,2019,Life Expectancy,Both,Years,79.87000
4810026,Minburn County No. 27,2020,Life Expectancy,Both,Years,80.04000
4810026,Minburn County No. 27,2021,Life Expectancy,Both,Years,79.74000
4810026,Minburn County No. 27,2022,Life Expectancy,Both,Years,79.62000
4810028,Vegreville,2011,Life Expectancy,Female,Years,82.82000
4810028,Vegreville,2012,Life Expectancy,Female,Years,82.58000
4810028,Vegreville,2013,Life Expectancy,Female,Years,83.01000
4810028,Vegreville,2014,Life Expectancy,Female,Years,83.00000
4810028,Vegreville,2015,Life Expectancy,Female,Years,83.09000
4810028,Vegreville,2016,Life Expectancy,Female,Years,82.75000
4810028,Vegreville,2017,Life Expectancy,Female,Years,82.80000
4810028,Vegreville,2018,Life Expectancy,Female,Years,82.66000
4810028,Vegreville,2019,Life Expectancy,Female,Years,83.04000
4810028,Vegreville,2020,Life Expectancy,Female,Years,82.91000
4810028,Vegreville,2021,Life Expectancy,Female,Years,82.75000
4810028,Vegreville,2022,Life Expectancy,Female,Years,82.95000
4810028,Vegreville,2011,Life Expectancy,Male,Years,75.92000
4810028,Vegreville,2012,Life Expectancy,Male,Years,76.17000
4810028,Vegreville,2013,Life Expectancy,Male,Years,76.67000
4810028,Vegreville,2014,Life Expectancy,Male,Years,76.55000
4810028,Vegreville,2015,Life Expectancy,Male,Years,76.53000
4810028,Vegreville,2016,Life Expectancy,Male,Years,76.35000
4810028,Vegreville,2017,Life Expectancy,Male,Years,76.28000
4810028,Vegreville,2018,Life Expectancy,Male,Years,76.79000
4810028,Vegreville,2019,Life Expectancy,Male,Years,76.87000
4810028,Vegreville,2020,Life Expectancy,Male,Years,77.31000
4810028,Vegreville,2021,Life Expectancy,Male,Years,76.87000
4810028,Vegreville,2022,Life Expectancy,Male,Years,76.51000
4810028,Vegreville,2011,Life Expectancy,Both,Years,79.22000
4810028,Vegreville,2012,Life Expectancy,Both,Years,79.23000
4810028,Vegreville,2013,Life Expectancy,Both,Years,79.70000
4810028,Vegreville,2014,Life Expectancy,Both,Years,79.62000
4810028,Vegreville,2015,Life Expectancy,Both,Years,79.65000
4810028,Vegreville,2016,Life Expectancy,Both,Years,79.41000
4810028,Vegreville,2017,Life Expectancy,Both,Years,79.42000
4810028,Vegreville,2018,Life Expectancy,Both,Years,79.63000
4810028,Vegreville,2019,Life Expectancy,Both,Years,79.87000
4810028,Vegreville,2020,Life Expectancy,Both,Years,80.04000
4810028,Vegreville,2021,Life Expectancy,Both,Years,79.74000
4810028,Vegreville,2022,Life Expectancy,Both,Years,79.62000
4813031,Westlock,2011,Life Expectancy,Female,Years,81.71000
4813031,Westlock,2012,Life Expectancy,Female,Years,82.07000
4813031,Westlock,2013,Life Expectancy,Female,Years,81.92000
4813031,Westlock,2014,Life Expectancy,Female,Years,81.72000
4813031,Westlock,2015,Life Expectancy,Female,Years,81.69000
4813031,Westlock,2016,Life Expectancy,Female,Years,81.85000
4813031,Westlock,2017,Life Expectancy,Female,Years,82.08000
4813031,Westlock,2018,Life Expectancy,Female,Years,82.38000
4813031,Westlock,2019,Life Expectancy,Female,Years,82.16000
4813031,Westlock,2020,Life Expectancy,Female,Years,82.01000
4813031,Westlock,2021,Life Expectancy,Female,Years,82.03000
4813031,Westlock,2022,Life Expectancy,Female,Years,81.86000
4813031,Westlock,2011,Life Expectancy,Male,Years,76.61000
4813031,Westlock,2012,Life Expectancy,Male,Years,76.65000
4813031,Westlock,2013,Life Expectancy,Male,Years,76.81000
4813031,Westlock,2014,Life Expectancy,Male,Years,77.11000
4813031,Westlock,2015,Life Expectancy,Male,Years,77.15000
4813031,Westlock,2016,Life Expectancy,Male,Years,77.32000
4813031,Westlock,2017,Life Expectancy,Male,Years,77.65000
4813031,Westlock,2018,Life Expectancy,Male,Years,77.71000
4813031,Westlock,2019,Life Expectancy,Male,Years,77.69000
4813031,Westlock,2020,Life Expectancy,Male,Years,77.53000
4813031,Westlock,2021,Life Expectancy,Male,Years,77.43000
4813031,Westlock,2022,Life Expectancy,Male,Years,77.39000
4813031,Westlock,2011,Life Expectancy,Both,Years,79.02000
4813031,Westlock,2012,Life Expectancy,Both,Years,79.21000
4813031,Westlock,2013,Life Expectancy,Both,Years,79.23000
4813031,Westlock,2014,Life Expectancy,Both,Years,79.31000
4813031,Westlock,2015,Life Expectancy,Both,Years,79.32000
4813031,Westlock,2016,Life Expectancy,Both,Years,79.48000
4813031,Westlock,2017,Life Expectancy,Both,Years,79.77000
4813031,Westlock,2018,Life Expectancy,Both,Years,79.93000
4813031,Westlock,2019,Life Expectancy,Both,Years,79.81000
4813031,Westlock,2020,Life Expectancy,Both,Years,79.65000
4813031,Westlock,2021,Life Expectancy,Both,Years,79.60000
4813031,Westlock,2022,Life Expectancy,Both,Years,79.49000
4813032,Clyde,2011,Life Expectancy,Female,Years,81.71000
4813032,Clyde,2012,Life Expectancy,Female,Years,82.07000
4813032,Clyde,2013,Life Expectancy,Female,Years,81.92000
4813032,Clyde,2014,Life Expectancy,Female,Years,81.72000
4813032,Clyde,2015,Life Expectancy,Female,Years,81.69000
4813032,Clyde,2016,Life Expectancy,Female,Years,81.85000
4813032,Clyde,2017,Life Expectancy,Female,Years,82.08000
4813032,Clyde,2018,Life Expectancy,Female,Years,82.38000
4813032,Clyde,2019,Life Expectancy,Female,Years,82.16000
4813032,Clyde,2020,Life Expectancy,Female,Years,82.01000
4813032,Clyde,2021,Life Expectancy,Female,Years,82.03000
4813032,Clyde,2022,Life Expectancy,Female,Years,81.86000
4813032,Clyde,2011,Life Expectancy,Male,Years,76.61000
4813032,Clyde,2012,Life Expectancy,Male,Years,76.65000
4813032,Clyde,2013,Life Expectancy,Male,Years,76.81000
4813032,Clyde,2014,Life Expectancy,Male,Years,77.11000
4813032,Clyde,2015,Life Expectancy,Male,Years,77.15000
4813032,Clyde,2016,Life Expectancy,Male,Years,77.32000
4813032,Clyde,2017,Life Expectancy,Male,Years,77.65000
4813032,Clyde,2018,Life Expectancy,Male,Years,77.71000
4813032,Clyde,2019,Life Expectancy,Male,Years,77.69000
4813032,Clyde,2020,Life Expectancy,Male,Years,77.53000
4813032,Clyde,2021,Life Expectancy,Male,Years,77.43000
4813032,Clyde,2022,Life Expectancy,Male,Years,77.39000
4813032,Clyde,2011,Life Expectancy,Both,Years,79.02000
4813032,Clyde,2012,Life Expectancy,Both,Years,79.21000
4813032,Clyde,2013,Life Expectancy,Both,Years,79.23000
4813032,Clyde,2014,Life Expectancy,Both,Years,79.31000
4813032,Clyde,2015,Life Expectancy,Both,Years,79.32000
4813032,Clyde,2016,Life Expectancy,Both,Years,79.48000
4813032,Clyde,2017,Life Expectancy,Both,Years,79.77000
4813032,Clyde,2018,Life Expectancy,Both,Years,79.93000
4813032,Clyde,2019,Life Expectancy,Both,Years,79.81000
4813032,Clyde,2020,Life Expectancy,Both,Years,79.65000
4813032,Clyde,2021,Life Expectancy,Both,Years,79.60000
4813032,Clyde,2022,Life Expectancy,Both,Years,79.49000
4813012,Alberta Beach,2011,Life Expectancy,Female,Years,79.90000
4813012,Alberta Beach,2012,Life Expectancy,Female,Years,80.35000
4813012,Alberta Beach,2013,Life Expectancy,Female,Years,80.10000
4813012,Alberta Beach,2014,Life Expectancy,Female,Years,80.16000
4813012,Alberta Beach,2015,Life Expectancy,Female,Years,79.74000
4813012,Alberta Beach,2016,Life Expectancy,Female,Years,79.66000
4813012,Alberta Beach,2017,Life Expectancy,Female,Years,79.55000
4813012,Alberta Beach,2018,Life Expectancy,Female,Years,79.89000
4813012,Alberta Beach,2019,Life Expectancy,Female,Years,79.63000
4813012,Alberta Beach,2020,Life Expectancy,Female,Years,80.15000
4813012,Alberta Beach,2021,Life Expectancy,Female,Years,80.28000
4813012,Alberta Beach,2022,Life Expectancy,Female,Years,79.90000
4813012,Alberta Beach,2011,Life Expectancy,Male,Years,74.59000
4813012,Alberta Beach,2012,Life Expectancy,Male,Years,74.81000
4813012,Alberta Beach,2013,Life Expectancy,Male,Years,74.65000
4813012,Alberta Beach,2014,Life Expectancy,Male,Years,74.99000
4813012,Alberta Beach,2015,Life Expectancy,Male,Years,75.14000
4813012,Alberta Beach,2016,Life Expectancy,Male,Years,75.27000
4813012,Alberta Beach,2017,Life Expectancy,Male,Years,75.39000
4813012,Alberta Beach,2018,Life Expectancy,Male,Years,75.46000
4813012,Alberta Beach,2019,Life Expectancy,Male,Years,75.65000
4813012,Alberta Beach,2020,Life Expectancy,Male,Years,75.11000
4813012,Alberta Beach,2021,Life Expectancy,Male,Years,74.74000
4813012,Alberta Beach,2022,Life Expectancy,Male,Years,74.68000
4813012,Alberta Beach,2011,Life Expectancy,Both,Years,76.97000
4813012,Alberta Beach,2012,Life Expectancy,Both,Years,77.26000
4813012,Alberta Beach,2013,Life Expectancy,Both,Years,77.06000
4813012,Alberta Beach,2014,Life Expectancy,Both,Years,77.28000
4813012,Alberta Beach,2015,Life Expectancy,Both,Years,77.16000
4813012,Alberta Beach,2016,Life Expectancy,Both,Years,77.22000
4813012,Alberta Beach,2017,Life Expectancy,Both,Years,77.22000
4813012,Alberta Beach,2018,Life Expectancy,Both,Years,77.42000
4813012,Alberta Beach,2019,Life Expectancy,Both,Years,77.40000
4813012,Alberta Beach,2020,Life Expectancy,Both,Years,77.34000
4813012,Alberta Beach,2021,Life Expectancy,Both,Years,77.22000
4813012,Alberta Beach,2022,Life Expectancy,Both,Years,77.04000
4813014,Onoway,2011,Life Expectancy,Female,Years,79.90000
4813014,Onoway,2012,Life Expectancy,Female,Years,80.35000
4813014,Onoway,2013,Life Expectancy,Female,Years,80.10000
4813014,Onoway,2014,Life Expectancy,Female,Years,80.16000
4813014,Onoway,2015,Life Expectancy,Female,Years,79.74000
4813014,Onoway,2016,Life Expectancy,Female,Years,79.66000
4813014,Onoway,2017,Life Expectancy,Female,Years,79.55000
4813014,Onoway,2018,Life Expectancy,Female,Years,79.89000
4813014,Onoway,2019,Life Expectancy,Female,Years,79.63000
4813014,Onoway,2020,Life Expectancy,Female,Years,80.15000
4813014,Onoway,2021,Life Expectancy,Female,Years,80.28000
4813014,Onoway,2022,Life Expectancy,Female,Years,79.90000
4813014,Onoway,2011,Life Expectancy,Male,Years,74.59000
4813014,Onoway,2012,Life Expectancy,Male,Years,74.81000
4813014,Onoway,2013,Life Expectancy,Male,Years,74.65000
4813014,Onoway,2014,Life Expectancy,Male,Years,74.99000
4813014,Onoway,2015,Life Expectancy,Male,Years,75.14000
4813014,Onoway,2016,Life Expectancy,Male,Years,75.27000
4813014,Onoway,2017,Life Expectancy,Male,Years,75.39000
4813014,Onoway,2018,Life Expectancy,Male,Years,75.46000
4813014,Onoway,2019,Life Expectancy,Male,Years,75.65000
4813014,Onoway,2020,Life Expectancy,Male,Years,75.11000
4813014,Onoway,2021,Life Expectancy,Male,Years,74.74000
4813014,Onoway,2022,Life Expectancy,Male,Years,74.68000
4813014,Onoway,2011,Life Expectancy,Both,Years,76.97000
4813014,Onoway,2012,Life Expectancy,Both,Years,77.26000
4813014,Onoway,2013,Life Expectancy,Both,Years,77.06000
4813014,Onoway,2014,Life Expectancy,Both,Years,77.28000
4813014,Onoway,2015,Life Expectancy,Both,Years,77.16000
4813014,Onoway,2016,Life Expectancy,Both,Years,77.22000
4813014,Onoway,2017,Life Expectancy,Both,Years,77.22000
4813014,Onoway,2018,Life Expectancy,Both,Years,77.42000
4813014,Onoway,2019,Life Expectancy,Both,Years,77.40000
4813014,Onoway,2020,Life Expectancy,Both,Years,77.34000
4813014,Onoway,2021,Life Expectancy,Both,Years,77.22000
4813014,Onoway,2022,Life Expectancy,Both,Years,77.04000
4813030,Whitecourt,2011,Life Expectancy,Female,Years,82.45000
